"Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"1875" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"1876" "Eukaryota" NA NA NA NA NA
"1877" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1878" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"1879" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"1880" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1881" "Eukaryota" NA NA NA NA NA
"1882" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"1883" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" "Sphaeropleales" "Sphaeropleales_fa" "Dictyococcus"
"1884" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"1885" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chrysocapsales" "Chrysocapsales_fa" "Chrysocapsa"
"1886" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" NA NA
"1887" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1888" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" NA
"1889" "Eukaryota" "Protalveolata" "Perkinsidae" NA NA NA
"1890" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"1891" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Lobulomycetales" "Lobulomycetaceae" NA
"1892" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"1893" "Eukaryota" NA NA NA NA NA
"1894" "Eukaryota" "Ochrophyta_ph" "Eustigmatophyceae" "Eustigmatales" "Eustigmatales_fa" "Nannochloropsis"
"1895" "Eukaryota" "Holozoa_ph" "Choanoflagellida" NA NA NA
"1896" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Stokesia"
"1897" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"1898" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1899" "Eukaryota" "Phragmoplastophyta" "Embryophyta" NA NA NA
"1900" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Homalogastra"
"1901" "Eukaryota" "Arthropoda" "Maxillopoda" "Cyclopoida" NA NA
"1902" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Ochromonadales" "Ochromonadales_fa" "Paraphysomonas"
"1903" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" NA
"1904" "Eukaryota" NA NA NA NA NA
"1905" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" NA NA
"1906" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" NA
"1907" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"1908" "Eukaryota" NA NA NA NA NA
"1909" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1910" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1911" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"1912" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"1913" "Eukaryota" NA NA NA NA NA
"1914" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"1915" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1916" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"1917" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1918" "Eukaryota" NA NA NA NA NA
"1919" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1920" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Peridiniales_fa" "Peridinium"
"1921" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"1922" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" "Chytriomycetaceae" NA
"1923" "Eukaryota" "MAST-12" "MAST-12A" NA NA NA
"1924" "Eukaryota" NA NA NA NA NA
"1925" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"1926" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Arcuospathidium"
"1927" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Geminigera"
"1928" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1929" "Eukaryota" NA NA NA NA NA
"1930" "Eukaryota" "Arthropoda" "Maxillopoda" "Calanoida" NA NA
"1931" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1932" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chrysocapsales" "Chrysocapsales_fa" "Chrysocapsa"
"1933" "Eukaryota" "Diatomea" "Bacillariophyceae" "Bacillariophyceae_or" "Bacillariophyceae_fa" "Cymbella"
"1934" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" NA
"1935" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"1936" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1937" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"1938" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1939" "Eukaryota" NA NA NA NA NA
"1940" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"1941" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Hemiophrys"
"1942" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Geminigera"
"1943" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Phyllopharyngea" NA
"1944" "Eukaryota" NA NA NA NA NA
"1945" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"1946" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"1947" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" NA NA NA
"1948" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Pelagodinium"
"1949" "Eukaryota" NA NA NA NA NA
"1950" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" NA
"1951" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1952" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1953" "Eukaryota" "Ochrophyta_ph" "Eustigmatophyceae" "Eustigmatales" "Eustigmatales_fa" "Nannochloropsis"
"1954" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" NA
"1955" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Symbiodinium"
"1956" "Eukaryota" "Diatomea" "Bacillariophyceae" "Bacillariophyceae_or" "Bacillariophyceae_fa" "Achnanthidium"
"1957" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Aphanomyces"
"1958" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" NA NA NA
"1959" "Eukaryota" "Diatomea" NA NA NA NA
"1960" "Eukaryota" NA NA NA NA NA
"1961" "Eukaryota" NA NA NA NA NA
"1962" "Eukaryota" NA NA NA NA NA
"1963" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"1964" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1965" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"1966" "Eukaryota" "LKM15" NA NA NA NA
"1967" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" NA NA
"1968" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" NA
"1969" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" "Incertae_Sedis" NA
"1970" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Homalogastra"
"1971" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chrysocapsales" "Chrysocapsales_fa" "Chrysonebula"
"1972" "Eukaryota" "Diatomea" "Coscinodiscophytina_cl" "Coscinodiscophytina_or" "Melosirids" "Aulacoseira"
"1973" "Eukaryota" NA NA NA NA NA
"1974" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" NA NA
"1975" "Eukaryota" "Chlorophyta_ph" "Ulvophyceae" NA NA NA
"1976" "Eukaryota" NA NA NA NA NA
"1977" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"1978" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"1979" "Eukaryota" "Basidiomycota" "Agaricomycetes" "Boletales" NA NA
"1980" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"1981" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" NA
"1982" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Cryptomonas"
"1983" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Ochromonadales" "Ochromonadales_fa" "Ochromonas"
"1984" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1985" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"1986" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Oikomonas"
"1987" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" "Uroleptus"
"1988" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" NA
"1989" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"1990" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" NA NA
"1991" "Eukaryota" "Chytridiomycota" "Monoblepharidomycetes" "Monoblepharidales" "Monoblepharidaceae" "Monoblepharella"
"1992" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" NA NA
"1993" "Eukaryota" NA NA NA NA NA
"1994" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"1995" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Nassophorea" "Colpodidium"
"1996" "Eukaryota" NA NA NA NA NA
"1997" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" NA NA
"1998" "Eukaryota" "Chlorophyta_ph" "Mamiellophyceae" "Mamiellophyceae_or" "Mamiellophyceae_fa" "Dolichomastix"
"1999" "Eukaryota" "Diatomea" "Coscinodiscophytina_cl" "Fragilariales" "Fragilariales_fa" "Fragilaria"
"2000" "Eukaryota" NA NA NA NA NA
"2001" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2002" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2003" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" "Tiarina"
"2004" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"2005" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2006" "Eukaryota" NA NA NA NA NA
"2007" "Eukaryota" "Diatomea" "Mediophyceae" "Mediophyceae_or" "Mediophyceae_fa" "Thalassiosira"
"2008" "Eukaryota" "Chlorophyta_ph" "Mamiellophyceae" "Mamiellophyceae_or" "Mamiellophyceae_fa" "Dolichomastix"
"2009" "Eukaryota" "Holozoa_ph" "Choanoflagellida" NA NA NA
"2010" "Eukaryota" NA NA NA NA NA
"2011" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"2012" "Eukaryota" NA NA NA NA NA
"2013" "Eukaryota" "Protalveolata" "Perkinsidae" "Perkinsidae_or" "Perkinsidae_fa" "Perkinsus"
"2014" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2015" "Eukaryota" "Platyhelminthes" "Rhabditophora" "Rhabdocoela" NA NA
"2016" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2017" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chrysocapsales" "Chrysocapsales_fa" "Chrysocapsa"
"2018" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2019" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" "Chytriomycetaceae" "Rhizoclosmatium"
"2020" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Pythium"
"2021" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2022" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2023" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"2024" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2025" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2026" "Eukaryota" "Diatomea" "Coscinodiscophytina_cl" "Fragilariales" "Fragilariales_fa" "Fragilaria"
"2027" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2028" "Eukaryota" "Chlorophyta_ph" "Mamiellophyceae" "Mamiellales" "Mamiellales_fa" "Mamiella"
"2029" "Eukaryota" NA NA NA NA NA
"2030" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Chromulina"
"2031" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Phialina"
"2032" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2033" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"2034" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2035" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2036" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2037" "Eukaryota" "Diatomea" "Bacillariophyceae" "Bacillariophyceae_or" "Bacillariophyceae_fa" "Diatoma"
"2038" "Eukaryota" NA NA NA NA NA
"2039" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" NA
"2040" "Eukaryota" NA NA NA NA NA
"2041" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" NA NA
"2042" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2043" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"2044" "Eukaryota" "Chlorophyta_ph" "Ulvophyceae" NA NA NA
"2045" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Plagioselmis"
"2046" "Eukaryota" "Chlorophyta_ph" "Mamiellophyceae" NA NA NA
"2047" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2048" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2049" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chrysocapsales" "Chrysocapsales_fa" "Chrysocapsa"
"2050" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2051" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2052" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" NA
"2053" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2054" "Eukaryota" "Holozoa_ph" "Choanoflagellida" "Codonosigidae" "Codonosigidae_fa" "Monosiga"
"2055" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2056" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Phyllopharyngea" NA
"2057" "Eukaryota" NA NA NA NA NA
"2058" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" NA NA NA
"2059" "Eukaryota" NA NA NA NA NA
"2060" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"2061" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"2062" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"2063" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"2064" "Eukaryota" NA NA NA NA NA
"2065" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" NA
"2066" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Chromulina"
"2067" "Eukaryota" NA NA NA NA NA
"2068" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2069" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" NA
"2070" "Eukaryota" NA NA NA NA NA
"2071" "Eukaryota" NA NA NA NA NA
"2072" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Cyclidium"
"2073" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2074" "Eukaryota" NA NA NA NA NA
"2075" "Eukaryota" "Basidiomycota" "Microbotryomycetes" NA NA NA
"2076" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2077" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2078" "Eukaryota" NA NA NA NA NA
"2079" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2080" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Pythium"
"2081" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2082" "Eukaryota" NA NA NA NA NA
"2083" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" NA
"2084" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Oligotrichia" NA
"2085" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "P34.45" NA NA
"2086" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" "Gonostomum"
"2087" "Eukaryota" "Dinoflagellata" "Dinophyceae" "Gymnodiniphycidae" "Suessiaceae" "Biecheleria"
"2088" "Eukaryota" NA NA NA NA NA
"2089" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2090" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2091" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" NA NA NA
"2092" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2093" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2094" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2095" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" NA NA
"2096" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Plagioselmis"
"2097" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2098" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2099" "Eukaryota" NA NA NA NA NA
"2100" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" NA NA
"2101" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Loxophyllum"
"2102" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" NA NA NA
"2103" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" "Kappamycetaceae" NA
"2104" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"2105" "Eukaryota" "Holozoa_ph" "Choanoflagellida" "Codonosigidae" "Codonosigidae_fa" "Monosiga"
"2106" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" NA NA
"2107" "Eukaryota" NA NA NA NA NA
"2108" "Eukaryota" NA NA NA NA NA
"2109" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2110" "Eukaryota" NA NA NA NA NA
"2111" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" NA NA
"2112" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" "Cryptomonadales_fa" "Geminigera"
"2113" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"2114" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" "Rhizophydiaceae" NA
"2115" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" "Kappamycetaceae" NA
"2116" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Pythium"
"2117" "Eukaryota" "Chlorophyta_ph" "Trebouxiophyceae" NA NA NA
"2118" "Eukaryota" NA NA NA NA NA
"2119" "Eukaryota" NA NA NA NA NA
"2120" "Eukaryota" "Chlorophyta_ph" "Mamiellophyceae" "Mamiellales" "Mamiellales_fa" "Mamiella"
"2121" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2122" "Eukaryota" NA NA NA NA NA
"2123" "Eukaryota" "Incertae_Sedis" NA NA NA NA
"2124" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Arcuospathidium"
"2125" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Chrysamoeba"
"2126" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" "Kappamycetaceae" NA
"2127" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"2128" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Pythium"
"2129" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" "Chytridiaceae" "Chytridium"
"2130" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2131" "Eukaryota" NA NA NA NA NA
"2132" "Eukaryota" "Rotifera" "Monogononta" "Ploimida" NA NA
"2133" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2134" "Eukaryota" NA NA NA NA NA
"2135" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2136" "Eukaryota" "Holozoa_ph" "Choanoflagellida" NA NA NA
"2137" "Eukaryota" NA NA NA NA NA
"2138" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Phyllopharyngea" "Tokophrya"
"2139" "Eukaryota" "Holozoa_ph" "Choanoflagellida" NA NA NA
"2140" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Synurales" "Synurales_fa" "Synura"
"2141" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" "Kappamycetaceae" NA
"2142" "Eukaryota" "Ciliophora" "Intramacronucleata" "Spirotrichea" "Hypotrichia" "Pseudouroleptus"
"2143" "Eukaryota" "Peronosporomycetes" "Peronosporomycetes_cl" "Peronosporomycetes_or" "Peronosporomycetes_fa" "Pythium"
"2144" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"2145" "Eukaryota" "Ochrophyta_ph" "Dictyochophyceae" "Pedinellales" NA NA
"2146" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2147" "Eukaryota" NA NA NA NA NA
"2148" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Chytridiales" "Chytridiaceae" "Chytridium"
"2149" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" NA
"2150" "Eukaryota" "Kathablepharidae" "Kathablepharidae_cl" "Kathablepharidae_or" "Kathablepharidae_fa" "Leucocryptos"
"2151" "Eukaryota" NA NA NA NA NA
"2152" "Eukaryota" "Protalveolata" "Perkinsidae" "A31" NA NA
"2153" "Eukaryota" "Chlorophyta_ph" "Chlorophyceae" NA NA NA
"2154" "Eukaryota" NA NA NA NA NA
"2155" "Eukaryota" "Cryptophyceae_ph" "Cryptophyceae_cl" "Cryptomonadales" NA NA
"2156" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Cyclidium"
"2157" "Eukaryota" "Ochrophyta_ph" "Ochrophyta_cl" "Ochrophyta_or" "Ochrophyta_fa" "Bolidomonas"
"2158" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Uroglena"
"2159" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2160" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" "Chromulinales_fa" "Spumella"
"2161" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Phyllopharyngea" NA
"2162" "Eukaryota" "Incertae_Sedis" "Incertae_Sedis_cl" "Incertae_Sedis_or" "Incertae_Sedis_fa" "Pirsonia"
"2163" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2164" "Eukaryota" NA NA NA NA NA
"2165" "Eukaryota" NA NA NA NA NA
"2166" "Eukaryota" NA NA NA NA NA
"2167" "Eukaryota" "Cryptomycota" NA NA NA NA
"2168" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Didinium"
"2169" "Eukaryota" "Ciliophora" "Intramacronucleata" "Litostomatea" "Haptoria" "Hemiophrys"
"2170" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" "Cryptocaryon"
"2171" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2172" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" "Chromulinales" NA NA
"2173" "Eukaryota" "Chytridiomycota" "Chytridiomycetes" "Rhizophydiales" NA NA
"2174" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2175" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Prostomatea" NA
"2176" "Eukaryota" "Ochrophyta_ph" "Chrysophyceae" NA NA NA
"2177" "Eukaryota" "Ciliophora" "Intramacronucleata" "Conthreep" "Oligohymenophorea" "Tetrahymena"
"2178" "Eukaryota" "Dinoflagellata" "Dinophyceae" NA NA NA
"2179" "Eukaryota" "Cryptomycota" NA NA NA NA
"2180" "Eukaryota" NA NA NA NA NA
"2181" "Eukaryota" "Protalveolata" "Perkinsidae" NA NA NA
