"Kingdom" "Supergroup" "Division" "Class" "Order" "Family" "Genus" "Species"
"5488" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Glissomonadida" "Allapsidae" "Orciraptor" "Orciraptor_agilis"
"5489" "Eukaryota" "Amoebozoa" "Lobosa" "Discosea-Flabellinia" "Vannellida" "Vannellidae" "Ripella" "Ripella_sp."
"5490" "Eukaryota" NA NA NA NA NA NA NA
"5491" "Eukaryota" "Alveolata" "Ciliophora" "Litostomatea" "Haptoria_5" "Pleurostomatida" "Acineria" "Acineria_incurvata"
"5492" "Eukaryota" "Amoebozoa" "Lobosa" "Discosea-Flabellinia" "Vannellida" "Vannellidae" "Ripella" "Ripella_sp."
"5493" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5494" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5495" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" NA NA
"5496" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Suessiales" "Borghiellaceae" "Borghiella" "Borghiella_tenuissima"
"5497" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" NA NA
"5498" "Eukaryota" "Amoebozoa" "Lobosa" "Discosea-Flabellinia" "Vannellida" "Vannellidae" "Ripella" "Ripella_sp."
"5499" "Eukaryota" "Archaeplastida" "Chlorophyta" "Trebouxiophyceae" "Chlorellales" "Chlorellales_X" "Catena" "Catena_viridis"
"5500" "Eukaryota" "Stramenopiles" "Pseudofungi" "Hyphochytriomyceta" "Hyphochytrydiales" "Hyphochytrydiales_X" "Hyphochytrydiales_XX" "Hyphochytrydiales_XX_sp."
"5501" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5502" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5503" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5504" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Sphaeropleales" "Sphaeropleales_X" NA NA
"5505" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Suessiales" "Borghiellaceae" "Borghiella" "Borghiella_tenuissima"
"5506" "Eukaryota" "Archaeplastida" "Streptophyta" "Zygnemophyceae" "Zygnemophyceae_X" "Zygnemophyceae_XX" "Cosmarium" "Cosmarium_tinctum"
"5507" "Eukaryota" "Stramenopiles" "Pseudofungi" "Oomycota" "Oomycota_X" NA NA NA
"5508" "Eukaryota" NA NA NA NA NA NA NA
"5509" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" NA NA NA NA
"5510" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Pansomonadida" "Agitatidae" "Agitatidae_X" "Agitatidae_X_sp."
"5511" "Eukaryota" NA NA NA NA NA NA NA
"5512" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Nerada" "Nerada_mexicana"
"5513" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Sphaeropleales" "Sphaeropleales_X" NA NA
"5514" "Eukaryota" "Opisthokonta" "Fungi" "Cryptomycota" "Cryptomycotina" "Cryptomycotina_X" "Cryptomycotina_XX" "Cryptomycotina_XX_sp."
"5515" "Eukaryota" "Stramenopiles" "Ochrophyta" "Synurophyceae" "Synurales" "Synurales_X" NA NA
"5516" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Crustomastigaceae" NA NA
"5517" "Eukaryota" "Alveolata" "Apicomplexa" "Gregarinomorphea" "Eugregarinorida" "Gregarinidae" "Leidyana2" NA
"5518" "Eukaryota" "Archaeplastida" "Chlorophyta" "Trebouxiophyceae" "Chlorellales" "Chlorellales_X" NA NA
"5519" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Monomastigales" "Monomastigaceae" NA NA
"5520" "Eukaryota" "Alveolata" "Ciliophora" "CONThreeP" "CONThreeP_X" NA NA NA
"5521" "Eukaryota" "Alveolata" "Ciliophora" "CONThreeP" "CONThreeP_X" "Urotrichidae" "Urotricha" "Urotricha_sp."
"5522" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Crustomastigaceae" "Crustomastigaceae-AB" "Crustomastigaceae-AB_sp."
"5523" "Eukaryota" "Opisthokonta" "Metazoa" "Rotifera" "Rotifera_X" "Rotifera_XX" NA NA
"5524" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-C" "Chrysophyceae_Clade-C_X" "Chrysophyceae_Clade-C_X_sp."
"5525" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5526" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Araphid-pennate" NA NA
"5527" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Nitzschia" "Nitzschia_palea"
"5528" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Glissomonadida" "Allapsidae" "Allantion" "Allantion_sp."
"5529" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhyzophidiales_X" "Rhyzophidiales_X_sp."
"5530" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Chlamydomonas" NA
"5531" "Eukaryota" "Opisthokonta" NA NA NA NA NA NA
"5532" "Eukaryota" "Opisthokonta" "Metazoa" "Rotifera" "Rotifera_X" "Rotifera_XX" "Euchlanis" NA
"5533" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Pucciniomycotina" "Cystobasidiomycetes" "Sporobolomyces" "Sporobolomyces_gracilis"
"5534" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-12" "MAST-12C" "MAST-12C_X" "MAST-12C_XX" "MAST-12C_XX_sp."
"5535" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Bicoecales" "Bicoecaceae" "Bicosoeca" "Bicosoeca_petiolata"
"5536" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Powellomycetaceae" "Powellomycetaceae_sp."
"5537" "Eukaryota" "Opisthokonta" "Mesomycetozoa" "Ichthyosporea" "Ichthyosphonida" "Abeoformidae_Group_MAIP_3" "Abeoformidae_Group_MAIP_3_X" "Abeoformidae_Group_MAIP_3_X_sp."
"5538" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-B2" "Chrysosphaerella" "Chrysosphaerella_longispina"
"5539" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_XX" "Chrysophyceae_XXX" "Chrysophyceae_XXX_sp."
"5540" "Eukaryota" "Opisthokonta" "Metazoa" "Nematoda" "Chromadorea" "Chromadorea_X" "Eumonhystera" "Eumonhystera_sp."
"5541" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-C" NA NA
"5542" "Eukaryota" "Opisthokonta" "Fungi" "Cryptomycota" "Cryptomycotina" "Cryptomycotina_X" "Cryptomycotina_XX" "Cryptomycotina_XX_sp."
"5543" "Eukaryota" "Hacrobia" "Centroheliozoa" "Centroheliozoa_X" "Pterocystida" "Heterophryidae" "Heterophrys" "Heterophrys_sp."
"5544" "Eukaryota" "Opisthokonta" "Fungi" "Cryptomycota" "Cryptomycotina" "Cryptomycotina_X" "Cryptomycotina_XX" "Cryptomycotina_XX_sp."
"5545" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Glissomonadida" "Sandonidae" NA NA
"5546" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Craspedida" "Monosigidae_Group_A" "Monosiga" "Monosiga_ovata"
"5547" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pedinellales_X" "Pedinellales_X_sp."
"5548" "Eukaryota" "Alveolata" "Ciliophora" NA NA NA NA NA
"5549" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Zygorhizidium" "Zygorhizidium_sp."
"5550" "Eukaryota" "Alveolata" "Ciliophora" "Spirotrichea" "Choreotrichida" "Strobilidiidae" "Strobilidiidae_X" "Strobilidiidae_X_sp."
"5551" "Eukaryota" "Archaeplastida" "Streptophyta" "Charophyceae" "Charophyceae_X" "Charophyceae_XX" "Chara" "Chara_vulgaris"
"5552" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Chlorococcum" NA
"5553" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Haematococcus" "Haematococcus_pluvialis"
"5554" "Eukaryota" "Opisthokonta" "Fungi" "Cryptomycota" "Cryptomycotina" "Cryptomycotina_X" "Cryptomycotina_XX" "Cryptomycotina_XX_sp."
"5555" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Craspedida" "Salpingoecidae_Group_C1" "Salpingoecidae_Group_C1_X" "Salpingoecidae_Group_C1_X_sp."
"5556" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Paraphysomonas" "Paraphysomonas_sp."
"5557" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pseudopedinella" "Pseudopedinella_sp."
"5558" "Eukaryota" NA NA NA NA NA NA NA
"5559" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5560" "Eukaryota" NA NA NA NA NA NA NA
"5561" "Eukaryota" NA NA NA NA NA NA NA
"5562" "Eukaryota" NA NA NA NA NA NA NA
"5563" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" NA NA
"5564" "Eukaryota" "Excavata" "Discoba" "Euglenozoa" "Euglenida" "Euglenales" "Trachelomonas" "Trachelomonas_echinata"
"5565" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Golenkinia" "Golenkinia_sp."
"5566" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Cyclotella" "Cyclotella_meneghiniana"
"5567" "Eukaryota" "Apusozoa" "Apusomonadidae" "Apusomonadidae_Group-4" "Apusomonadidae_Group-4_X" "Apusomonadidae_Group-4_XX" "Diphylleia" "Diphylleia_rotans"
"5568" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5569" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5570" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Brachiomonas" "Brachiomonas_sp."
"5571" "Eukaryota" NA NA NA NA NA NA NA
"5572" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Peritrichia_2" "Sessilida" "Vorticella" "Vorticella_citrina"
"5573" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Oogamochlamys" NA
"5574" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Paulschulzia" "Paulschulzia_pseudovolvox"
"5575" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Pucciniomycotina" "Pucciniomycetes" NA NA
"5576" "Eukaryota" "Alveolata" "Ciliophora" "CONThreeP" "CONThreeP_X" "CONThreeP_XX" "Askenasia" "Askenasia_sp."
"5577" "Eukaryota" "Stramenopiles" "Pseudofungi" "Hyphochytriomyceta" "Hyphochytrydiales" "Hyphochytrydiales_X" "Hyphochytrydiales_XX" "Hyphochytrydiales_XX_sp."
"5578" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5579" "Eukaryota" "Archaeplastida" "Chlorophyta" NA NA NA NA NA
"5580" "Eukaryota" "Stramenopiles" "Pseudofungi" "Pirsonia_Clade" "Pirsonia_Clade_X" "Pirsonia_Clade_XX" "Pirsonia_Clade__XXX" "Pirsonia_Clade__XXX_sp."
"5581" "Eukaryota" "Alveolata" "Perkinsea" "Perkinsida" "Perkinsida_X" "Perkinsida_XX" "Perkinsida_XXX" "Perkinsida_XXX_sp."
"5582" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pedinellales_X" "Pedinellales_X_sp."
"5583" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-C" "Chrysophyceae_Clade-C_X" "Chrysophyceae_Clade-C_X_sp."
"5584" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_XX" "Chrysophyceae_XXX" "Chrysophyceae_XXX_sp."
"5585" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" NA NA
"5586" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Sphaeropleales" "Sphaeropleales_X" NA NA
"5587" "Eukaryota" "Alveolata" NA NA NA NA NA NA
"5588" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5589" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" NA NA
"5590" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhyzophidiales_X" "Rhyzophidiales_X_sp."
"5591" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5592" "Eukaryota" NA NA NA NA NA NA NA
"5593" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5594" "Eukaryota" "Hacrobia" "Haptophyta" "Pavlovophyceae" "Pavlovales" "Pavlovaceae" "Diacronema" "Diacronema_vlkianum"
"5595" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" NA NA
"5596" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-B2" "Chrysosphaerella" NA
"5597" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Filosa-Thecofilosea_X" "Mataza-lineage" "Mataza-lineage_X" "Mataza-lineage_X_sp."
"5598" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Prorocentrales" "Prorocentraceae" "Prorocentrum" "Prorocentrum_sp."
"5599" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5600" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5601" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" NA NA NA NA
"5602" "Eukaryota" "Stramenopiles" NA NA NA NA NA NA
"5603" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5604" "Eukaryota" "Stramenopiles" NA NA NA NA NA NA
"5605" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" NA NA NA NA
"5606" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" NA NA
"5607" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" NA NA
"5608" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade_C" "Ochromonas" "Ochromonas_sp."
"5609" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhyzophidiales_X" "Rhyzophidiales_X_sp."
"5610" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Adriamonas" "Adriamonas_peritocrescens"
"5611" "Eukaryota" "Opisthokonta" NA NA NA NA NA NA
"5612" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5613" "Eukaryota" "Stramenopiles" "Ochrophyta" "Eustigmatophyceae" "Eustigmatophyceae_X" "Eustigmatophyceae_XX" "Trachydiscus" "Trachydiscus_minutus"
"5614" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Peritrichia_2" "Sessilida" "Vorticella" NA
"5615" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pseudopedinella" "Pseudopedinella_sp."
"5616" "Eukaryota" "Archaeplastida" "Chlorophyta" "Trebouxiophyceae" "Chlorellales" "Chlorellales_X" "Oocystis" NA
"5617" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" NA NA
"5618" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gymnodinium" "Gymnodinium_fuscum"
"5619" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Sphaeropleales" "Sphaeropleales_X" NA NA
"5620" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" NA NA
"5621" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Thraustochytriales" "Thraustochytriaceae" "Thraustochytriaceae_X" "Thraustochytriaceae_X_sp."
"5622" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhyzophidiales_X" "Rhyzophidiales_X_sp."
"5623" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"5624" "Eukaryota" "Stramenopiles" "Ochrophyta" "Synurophyceae" "Synurales" "Synurales_X" NA NA
"5625" "Eukaryota" NA NA NA NA NA NA NA
"5626" "Eukaryota" NA NA NA NA NA NA NA
"5627" "Eukaryota" "Alveolata" "Apicomplexa" "Gregarinomorphea" "Neogregarinorida" "Actinocephalidae" "Syncystis" "Syncystis_mirabilis"
"5628" "Eukaryota" "Opisthokonta" "Fungi" "Ascomycota" "Pezizomycotina" NA NA NA
"5629" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Rhynchospora" "Rhynchospora_nervosa"
"5630" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pseudopedinella" "Pseudopedinella_sp."
"5631" "Eukaryota" "Stramenopiles" "Ochrophyta" "Xanthophyceae" "Xanthophyceae_X" "Xanthophyceae_XX" "Botrydiopsis" "Botrydiopsis_callosa"
"5632" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Agaricomycotina" "Agaricomycetes" "Limonomyces" "Limonomyces_culmigenus"
"5633" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-G" "Chrysophyceae_Clade-G_X" "Chrysophyceae_Clade-G_X_sp."
"5634" "Eukaryota" "Stramenopiles" "Ochrophyta" "Synurophyceae" "Synurales" "Synurales_X" "Synurales_XX" "Synurales_XX_sp."
"5635" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-12" "MAST-12C" "MAST-12C_X" "MAST-12C_XX" "MAST-12C_XX_sp."
"5636" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" NA NA NA NA
"5637" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Nusuttodinium" NA
"5638" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhizophydium" "Rhizophydium_chlorogonii"
"5639" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" NA NA NA NA
"5640" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorodendrophyceae" "Chlorodendrales" "Chlorodendraceae" "Tetraselmis" "Tetraselmis_rubens"
"5641" "Eukaryota" "Alveolata" "Ciliophora" NA NA NA NA NA
"5642" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Rhyzophidiales_X" "Rhyzophidiales_X_sp."
"5643" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" NA NA NA NA
"5644" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-G" "Chrysophyceae_Clade-G_X" "Chrysophyceae_Clade-G_X_sp."
"5645" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastix" "Dolichomastix_tenuilepis"
"5646" "Eukaryota" "Stramenopiles" NA NA NA NA NA NA
"5647" "Eukaryota" "Alveolata" "Ciliophora" "Phyllopharyngea" NA NA NA NA
"5648" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" NA NA
"5649" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Araphid-pennate" "Synedra" "Synedra_ulna"
"5650" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Pansomonadida" "Pansomonadida_X" "Pansomonadida_XX" "Pansomonadida_XX_sp."
"5651" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Cyclotella" NA
"5652" "Eukaryota" "Archaeplastida" "Chlorophyta" NA NA NA NA NA
"5653" "Eukaryota" "Stramenopiles" "Pseudofungi" "Oomycota" "Oomycota_X" "Peronosporales" "Peronosporales_X" "Peronosporales_X_sp."
"5654" "Eukaryota" "Alveolata" "Apicomplexa" "Gregarinomorphea" "Neogregarinorida" "Actinocephalidae" "Syncystis" "Syncystis_mirabilis"
"5655" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-D" "Chrysophyceae_Clade-D_X" "Chrysophyceae_Clade-D_X_sp."
"5656" "Eukaryota" "Opisthokonta" "Fungi" "Ascomycota" "Pezizomycotina" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriales_sp."
"5657" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5658" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Chrysophyceae_Clade-F_X" "Chrysophyceae_Clade-F_X_sp."
"5659" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5660" "Eukaryota" NA NA NA NA NA NA NA
"5661" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" NA NA NA NA
"5662" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" NA NA NA
"5663" "Eukaryota" "Stramenopiles" "Pseudofungi" "Oomycota" "Oomycota_X" "Saprolegniales" "Leptolegnia" NA
"5664" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Nerada" "Nerada_mexicana"
"5665" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chlamydomonadales" "Chlamydomonadales_X" "Asterococcus" "Asterococcus_sp."
"5666" "Eukaryota" "Stramenopiles" "Ochrophyta" "Raphidophyceae" "Raphidophyceae_X" "Raphidophyceae_XX" NA NA
"5667" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" NA NA
"5668" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Agaricomycotina" "Agaricomycetes" NA NA
"5669" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Pucciniomycotina" "Agaricostilbomycetes" "Kondoa" "Kondoa_malvinella"
"5670" "Eukaryota" "Hacrobia" "Cryptophyta" "Cryptophyceae" "Cryptomonadales" "Cryptomonadales_X" "Cryptomonas" NA
"5671" "Eukaryota" "Opisthokonta" "Fungi" "Chytridiomycota" "Chytridiomycotina" "Chytridiomycetes" "Powellomycetaceae" "Powellomycetaceae_sp."
"5672" "Eukaryota" "Archaeplastida" "Chlorophyta" "Trebouxiophyceae" "Chlorellales" "Chlorellales_X" "Nannochloris" "Nannochloris_sp."
"5673" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_XX" "Chrysophyceae_XXX" "Chrysophyceae_XXX_sp."
"5674" "Eukaryota" "Opisthokonta" "Fungi" NA NA NA NA NA
"5675" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Sarcomonadea" "Glissomonadida" "Sandonidae" "Sandonidae_X" "Sandonidae_X_sp."
"5676" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5677" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Prorocentrales" "Prorocentraceae" "Prorocentrum" "Prorocentrum_sp."
"5678" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Acanthoceras" "Acanthoceras_sp."
"5679" "Eukaryota" "Stramenopiles" "Opalozoa" "Bicoecea" "Pseudodendromonadales" "Pseudodendromonadales_X" "Pseudodendromonadales_XX" "Pseudodendromonadales_XX_sp."
"5680" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Chrysophyceae_Clade-F_X" "Chrysophyceae_Clade-F_X_sp."
"5681" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Peritrichia_2" "Sessilida" "Vorticella" "Vorticella_microstoma"
